Loan_Id,Loan_Amount,Customer_Id,Interest_rate,Status
8428891,33490,92833613,1.02,Approved
8428892,33699,22924011,3.36,Pending
8428893,19249,23969563,4.96,Pending
8428894,1091,31037481,6.77,Pending
8428895,39325,73009846,6.06,Pending
8428896,43822,94979672,6.6,Approved
8428897,3184,58958827,4.05,Approved
8428898,42349,97700930,0.08,Pending
8428899,6965,36661328,5.08,Rejected
8428900,13198,15525634,6.36,Pending
8428901,14466,82863660,6.17,Pending
8428902,36841,70805666,5.37,Approved
8428903,49731,51525684,6.03,Approved
8428904,12531,29838082,2.81,Pending
8428905,11959,13550047,0.28,Approved
8428906,14463,32764401,6.43,Approved
8428907,23316,11589738,4.58,Approved
8428908,40757,91506334,1.59,Pending
8428909,14520,89306127,1.66,Approved
8428910,36111,91070825,3.55,Pending
8428911,40634,82868935,1.91,Pending
8428912,8526,50627971,2.61,Pending
8428913,41028,96270475,2.88,Pending
8428914,12655,65573807,4.84,Pending
8428915,44281,73235277,2.64,Pending
8428916,19886,29594216,4.72,Pending
8428917,37422,64375987,1.48,Approved
8428918,6559,28142268,5.29,Pending
8428919,19906,55453414,4.26,Approved
8428920,40049,95015752,2.45,Approved
8428921,29083,75997566,6.78,Approved
8428922,1923,80949880,6.15,Rejected
8428923,25570,78700849,0.57,Pending
8428924,46405,74450237,3.32,Approved
8428925,3724,43476431,7.01,Rejected
8428926,14252,90398784,3.27,Approved
8428927,26648,95448021,3.95,Rejected
8428928,42319,71497091,0.32,Approved
8428929,2751,40657009,1.57,Rejected
8428930,43342,57230318,7.66,Approved
8428931,43807,94193533,5.5,Pending
8428932,8692,73614302,5.7,Rejected
8428933,18346,40312890,2.13,Rejected
8428934,8403,55003473,0.85,Approved
8428935,17168,27190552,6.34,Approved
8428936,22431,34799854,2.61,Pending
8428937,42750,67705685,4.03,Approved
8428938,16616,18597309,2.97,Approved
8428939,44529,55304629,6.11,Rejected
8428940,19677,52837125,4.63,Pending
8428941,31769,86924272,1.52,Approved
8428942,31622,96477376,4.02,Pending
8428943,17391,86907222,4.9,Pending
8428944,4657,39547937,2.65,Pending
8428945,5268,48029344,1.23,Approved
8428946,46722,16642881,5.8,Rejected
8428947,27322,86937692,2.78,Approved
8428948,20640,57422398,3.71,Pending
8428949,34695,33934865,1.04,Approved
8428950,9027,59868117,5.42,Approved
8428951,9595,62472048,0.18,Approved
8428952,7396,39991981,1.19,Approved
8428953,31311,13499933,2.81,Pending
8428954,39743,59978935,6.07,Rejected
8428955,31052,75145628,6.8,Approved
8428956,28443,74588500,3.73,Pending
8428957,3896,95411477,4.9,Approved
8428958,28582,72602991,2.97,Rejected
8428959,30051,14524736,5.2,Approved
8428960,5936,66878445,5.65,Rejected
8428961,25174,68809602,3.73,Pending
8428962,3045,62504962,1.67,Approved
8428963,5130,54267444,2.9,Rejected
8428964,45212,24951636,6.93,Pending
8428965,38838,48750215,4.24,Rejected
8428966,41104,35420492,0.95,Pending
8428967,31175,35657535,7.99,Pending
8428968,34844,53461301,7.02,Pending
8428969,18749,25275065,0.25,Rejected
8428970,48386,54471114,2.39,Rejected
8428971,47758,78032644,2.53,Pending
8428972,3509,26319535,6.25,Rejected
8428973,12345,17029300,2.59,Pending
8428974,44785,48504781,6.61,Pending
8428975,16593,33255681,2.8,Pending
8428976,10327,26483753,1.22,Rejected
8428977,35951,98354113,7.69,Rejected
8428978,4124,69173916,0.08,Rejected
8428979,32117,16573876,7.52,Rejected
8428980,31703,86280218,2.24,Pending
8428981,9145,96170431,6.73,Approved
8428982,30659,54967631,0.57,Approved
8428983,31793,95015752,5.52,Rejected
8428984,41833,41219166,4.58,Approved
8428985,28159,73304616,6.71,Pending
8428986,18405,24805732,7.32,Pending
8428987,42413,99409659,7.94,Rejected
8428988,40706,67891540,7.68,Pending
8428989,10307,99802746,5.88,Pending
8428990,8769,46072180,0.69,Rejected
8428991,26251,58673938,1.56,Approved
8428992,10965,14958616,4.79,Approved
8428993,972,75252503,2.07,Rejected
8428994,36689,16360044,2.98,Rejected
8428995,3607,39229549,5.49,Pending
8428996,42790,14305756,5.88,Pending
8428997,9956,11464844,5.33,Rejected
8428998,15733,42280255,4.35,Rejected
8428999,5137,47719350,3.67,Pending
8429000,47960,34817969,1.64,Pending
